Year,REGIONCODE,ZONECODE,RK_NAME,WHEATAREA,WHEATOUTPUT,WHEATDAMAGE_WEATHER_AREA_P,WHEATDAMAGE_PESTS_AREA_P,WHEATDAMAGE_DROUGHT_AREA_P,WHEATOPH_W,WHEATDAMAGEAREA
2014,3,306,Debir Hail,9.295661973766983,190.5610612034798,.18137547,0,0,20.499998,1.807882780674845
2015,3,306,Debir Hail,10.92724416032434,322.2182465791702,0,.012348374,0,29.487604,.1349336998537183
2011,3,306,Berlay Qorsh,.4389909934252501,10.66747987270355,.005667998,0,0,24.299997,.0184258506633341
2012,3,306,Berlay Qorsh,2.801215000450611,71.99124029278755,.067266464,0,0,25.700005,.5998628409579396
2013,3,306,Berlay Qorsh,.871710017323494,15.51644013822079,0,.084089316,0,17.800003,.1884135026484728
2014,3,306,Berlay Qorsh,.5009979940950871,6.86367005109787,.035020098,0,0,13.699995,.0175449997186661
2015,3,306,Berlay Qorsh,.9165259823203087,11.21039991080761,.40942985,0,.40942985,12.231404,.3752530911006033
2011,3,306,04 Debire Selam,10.76075405522715,77.47747051226907,.063319378,.0238216,0,7.2000036,.9377026418223977
2012,3,306,04 Debire Selam,7.269498057663441,79.23755005002022,.038740851,0,0,10.900002,.4577800333499908
2013,3,306,04 Debire Selam,10.60269901901484,188.7280910313129,.072445944,.045104109,0,17.800005,1.246347798034549
2014,3,306,04 Debire Selam,15.29310517199338,237.0431427061558,.054219026,0,0,15.500001,.8660887600854039
2015,3,306,04 Debire Selam,11.65959599427879,193.8950900286436,0,.0082209967,0,16.629658,.0958535000681877
2011,3,306,03 Debire Birihan,2.166157967410982,27.29357980936766,.080792025,0,0,12.599995,.1750082960352302
2012,3,306,03 Debire Birihan,2.116747977212071,36.19637006521225,.11362807,.030612051,0,17.099991,.3053199965506792
2013,3,306,03 Debire Birihan,2.432738017290831,43.30271017551422,.14124496,0,0,17.79999,.4051379947923124
2014,3,306,03 Debire Birihan,2.318243005312979,43.35114968940616,.065414369,0,0,18.700003,.1516463980078697
2015,3,306,03 Debire Birihan,6.486342951655388,87.48520970344544,.29338512,.072097979,.15349053,13.487601,2.370648747310042
2011,3,306,Quami Cherik Ajaje,1.639695985941216,21.15207990258932,.17964381,.011663382,0,12.900001,.313685636036098
2012,3,306,Quami Cherik Ajaje,2.763980988413096,115.8108086585999,.012736611,0,0,41.900002,.0352037511765957
2013,3,306,Quami Cherik Ajaje,1.357180997729302,30.67229020595551,.020045226,0,0,22.6,.0272049997001886
2014,3,306,Quami Cherik Ajaje,1.933267995715141,36.53877985477448,.14978822,0,0,18.900007,.2895807512104511
2015,3,306,Quami Cherik Ajaje,2.949003990739584,70.97108040750027,.023570331,.086374246,0,24.066118,.3720492478460074
2011,3,306,Tamo Dewaro,2.479161977767944,35.94785010814667,.26745591,.017219225,0,14.500001,.7306052260100842
2012,3,306,Tamo Dewaro,3.148414008319378,42.18873009085655,0,0,0,13.399995,0
2013,3,306,Tamo Dewaro,4.830423972569406,109.1675803363323,.13694198,.036209397,0,22.6,.836394565179944
2014,3,306,Tamo Dewaro,3.995550977066159,82.70791983604431,.34303415,0,0,20.700005,1.370610425714403
2015,3,306,Tamo Dewaro,3.841532006859779,121.1511311531067,0,.006101524,0,31.537191,.0234392005950212
2011,3,306,Yegosa Giorgis,9.913781996816397,101.1205590963364,.063860655,.093606025,0,10.199998,2.385210958309472
2012,3,306,Yegosa Giorgis,11.13813098333776,161.5029190778732,.040235881,.069495775,.006587191,14.500002,1.222205511294305
2013,3,306,Yegosa Giorgis,12.51736504584551,282.8924394845963,0,.072982498,0,22.599998,1.212440088391304
2014,3,306,Yegosa Giorgis,13.40834902226925,348.6170810461044,.25239256,0,0,26,3.384167419746518
2015,3,306,Yegosa Giorgis,10.57906295359135,171.3632209300995,.0069727581,.041249622,0,16.198336,.5888856053352356
2011,3,306,Bushat Kogna,.8104230016469955,11.42695981264114,.18994984,0,.12589814,14.099995,.1539397211745381
2012,3,306,Bushat Kogna,.7627499932423234,18.76365035772324,.11329834,0,0,24.6,.1167376702651382
2013,3,306,Bushat Kogna,1.867146963253617,42.19752025604248,.034549743,.0277679,0,22.599998,.1163562005385757
2014,3,306,Bushat Kogna,1.762987982481718,31.38118970394135,.26738408,0,0,17.800001,.4713949169963598
2015,3,306,Bushat Kogna,1.371438005939126,33.0051696896553,.13155544,.082632795,.13155544,24.066105,.2937458804808557
2011,3,306,TELIMA,1.023720014840365,10.1348198056221,.2879464,.021657875,0,9.899992,.3169481065124273
2012,3,306,TELIMA,1.357346985023469,22.39622965455055,.014693,0,0,16.500004,.0199434999376535
2013,3,306,TELIMA,1.887169985100627,41.70647045969963,.071098521,.03045404,0,22.100008,.191646951250732
2014,3,306,TELIMA,2.397462978959084,28.05030003190041,.35024816,0,0,11.699993,.839707026258111
2015,3,306,TELIMA,2.276089984923601,24.07763007283211,.035426542,.11501282,.028975127,10.578506,.466720019467175
2011,3,306,ADIS ALEM,.9070539884269238,9.070539936423302,0,.047847759,0,10,.0434004999697208
2012,3,306,ADIS ALEM,1.214522018563002,11.17360001802445,0,0,0,9.1999979,0
2013,3,306,ADIS ALEM,1.741757001727819,38.49283993244171,.03044799,.022572035,0,22.100006,.109883900731802
2014,3,306,ADIS ALEM,2.697971010580659,40.46963027119637,.17826536,0,0,15.000024,.4809547616168857
2015,3,306,ADIS ALEM,1.714552987366915,40.80922067165375,.066257603,.029773213,0,23.801668,.1646499196067452
2011,3,306,MAHIBER BIRIHAN,2.253882966935635,22.31345963478088,0,0,0,9.9000082,0
2012,3,306,MAHIBER BIRIHAN,1.458948999643326,34.13939940929413,.28948578,.022755424,0,23.399996,.4555440060794354
2013,3,306,MAHIBER BIRIHAN,1.538394995033741,33.99852013587952,.11553275,0,0,22.099995,.1777350008487701
2014,3,306,MAHIBER BIRIHAN,1.671761006116867,49.14977025985718,0,0,0,29.399998,0
2015,3,306,MAHIBER BIRIHAN,1.918933011591435,36.35900974273682,0,0,0,18.947514,0
2011,3,306,Inikoy,2.714532021433115,49.94740051031113,.34405771,0,0,18.400003,.9339556656777859
2012,3,306,Inikoy,3.915775028988719,128.8290287852287,.21972069,0,0,32.900009,.8603768050670624
2013,3,306,Inikoy,5.336437007412314,117.9352607727051,.0042316625,.0041392413,0,22.1,.0446707997471094
2014,3,306,Inikoy,5.338415978476405,103.5653005540371,.53580117,0,0,19.400005,2.949684540741146
2015,3,306,Inikoy,3.573824980296195,116.2526694238186,.0037787245,.075795636,.0037787245,32.528919,.3575685350224376
2011,3,306,Yebabat,5.108085959684104,79.17533010989428,.20900744,0,0,15.5,1.067627962678671
2012,3,306,Yebabat,5.760720003396273,73.73718029260635,.0052352399,.10290577,0,12.799994,.6912386119365692
2013,3,306,Yebabat,6.552814012393355,144.8172002434731,0,0,0,22.100002,0
2014,3,306,Yebabat,5.635341020300984,72.69589960575104,.2480889,0,0,12.9,1.398065545130521
2015,3,306,Yebabat,5.093730980530381,72.06998005509377,.022824723,0,0,14.148761,.2203874848783016
2011,3,306,Jeremis,4.361576011404395,42.74343994259834,.22196238,.033557247,0,9.7999992,1.114468263462186
2012,3,306,Jeremis,1.653611995279789,29.93038010597229,0,.04544355,0,18.100002,.075145997107029
2013,3,306,Jeremis,1.712559008505195,37.84755949676037,.030031374,0,0,22.100002,.0514305010437965
2014,3,306,Jeremis,3.506031975150108,67.66641962528229,.078882582,0,0,19.300001,.320704847574234
2015,3,306,Jeremis,1.842345983721316,22.77806011587381,0,0,0,12.363617,.0302418004721403
2011,3,306,Yemizone,3.422234999015927,60.91577987372875,0,.15667015,0,17.799999,.5361620746552944
2012,3,306,Yemizone,2.993636004626751,55.68163967132568,0,.033479705,0,18.600004,.2385691991075873
2013,3,306,Yemizone,9.034913931973279,199.6715821512044,0,.010200475,0,22.099998,.0921604186296463
2014,3,306,Yemizone,2.973169980570674,77.59975036978722,0,0,0,26.100004,0
2015,3,306,Yemizone,3.376371994614601,28.12711998820305,.013219634,.053831674,0,8.330575,.226390153169632
2011,3,306,Gadayino Guos,2.989309006370604,64.56907005608082,0,0,0,21.599998,.1269130613654852
2012,3,306,Gadayino Guos,3.097611989825964,106.2480992674828,.13766243,.0022225992,0,34.300003,.433309540618211
2013,3,306,Gadayino Guos,5.810441977810115,128.4107411950827,.041593086,.0040718587,0,22.099995,.4271101995545905
2014,3,306,Gadayino Guos,3.941973024135223,56.37022050051019,0,0,0,14.300001,.0826509967446327
2015,3,306,Gadayino Guos,4.342033950611949,98.46731862425804,0,0,0,22.677694,0
2011,3,306,Amrina Yewbshe,.9571399986743927,29.95847916603088,0,0,0,31.299997,0
2012,3,306,Amrina Yewbshe,1.878500990569592,28.74106991291046,0,0,0,15.300002,0
2013,3,306,Amrina Yewbshe,3.200254997704178,70.72562985122204,0,.056889523,0,22.099998,.1820609802380204
2014,3,306,Amrina Yewbshe,3.009486995171756,83.36277897655964,.031243389,.03051869,0,27.699997,.1903291749767959
2015,3,306,Amrina Yewbshe,1.992594011127949,36.49244952201843,0,0,0,18.314041,.0376054011285305
2011,3,306,Yewulana Akababiw,1.293434046208859,16.68529975414276,0,0,0,12.900001,.0524224787950516
2012,3,306,Yewulana Akababiw,2.271352991461754,27.71050012111664,0,.051204063,0,12.199997,.3232709988951683
2013,3,306,Yewulana Akababiw,2.214744977653027,48.94588947296143,0,0,0,22.100012,0
2014,3,306,Yewulana Akababiw,1.703465986065567,45.14184954762459,.015487189,0,0,26.5,.0263819005340338
2015,3,306,Yewulana Akababiw,2.053198017179966,40.83220970630646,0,0,0,19.887127,.0325702503323555
2011,3,306,Yetijan Shebelima,3.105163015425205,22.35718011856079,.017657286,0,0,7.2000022,.0548287499696016
2012,3,306,Yetijan Shebelima,4.39948296174407,58.07317006587982,.039516296,.42513847,0,13.199999,2.044240787625313
2013,3,306,Yetijan Shebelima,4.020845979452133,88.86068904399872,0,0,0,22.099998,0
2014,3,306,Yetijan Shebelima,5.531147036701441,70.24555987119675,.079821147,.0047725528,0,12.699999,.4679002016782761
2015,3,306,Yetijan Shebelima,2.062101999297738,37.08376032114029,0,.056195013,0,17.983475,.1158798476681113
2011,3,306,Dendegeb,15.87132803723216,468.2042063474655,.036954373,.015967363,0,29.500002,.8399382568895817
2012,3,306,Dendegeb,16.08826696127653,434.383229970932,0,.042360719,0,27.000002,1.09056830778718
2013,3,306,Dendegeb,16.35477093048394,361.4404425024986,.0086190356,.018066624,0,22.1,.4654198531061411
2014,3,306,Dendegeb,18.22249295003712,841.8791698217392,.005099955,0,0,46.200001,.6328126871958375
2015,3,306,Dendegeb,28.6797150913626,1150.981022179127,0,.016998958,0,40.132233,1.778758697444573
2011,3,306,Dinguabe,1.219733022153378,16.95429021120071,0,0,0,13.900001,.0490733087062836
2012,3,306,Dinguabe,.6440179944038391,11.0127100944519,0,0,0,17.100004,0
2013,3,306,Dinguabe,.4636590033769608,10.24686980247498,.047561355,0,0,22.100012,.0220522508025169
2014,3,306,Dinguabe,.5017310082912445,11.99135994911194,0,0,0,23.899979,0
2015,3,306,Dinguabe,.98123699426651,17.64602994918823,0,0,0,17.983454,0
2011,3,306,Enetemen,10.52107501216233,266.183201611042,0,0,0,25.300001,0
2012,3,306,Enetemen,12.47875695955008,233.3527297973633,.25633892,.015931485,0,18.699999,3.397596415132284
2013,3,306,Enetemen,10.71095190197229,236.7120398283005,0,.051352523,0,22.1,.5500343888998032
2014,3,306,Enetemen,11.36558298510499,234.1309981644154,.10700521,0,0,20.599998,1.394691622874234
2015,3,306,Enetemen,11.92305891029537,376.8080585598946,0,.0015243487,0,31.603304,.0181748997420073
2011,3,306,Zenbol Yechara,1.066894978284836,12.69604992866516,0,0,0,11.9,0
2012,3,306,Zenbol Yechara,2.417553007602692,41.09842050075531,.05065003,0,0,17.000008,.1224491372704506
2013,3,306,Zenbol Yechara,.4511300027370453,9.96996021270752,0,.090517148,0,22.099972,.0408350005745888
2014,3,306,Zenbol Yechara,.6961880065500736,41.70166075229645,0,0,0,52.262157,0
2015,3,306,Zenbol Yechara,1.164461977779865,10.66709005832672,.13686067,0,.065817006,9.160531,.1593690495938063
2011,3,306,Enebi Chifar,4.388393022119999,90.8397102355957,.29668012,0,0,20.699995,1.301948990672827
2012,3,306,Enebi Chifar,3.266166985267773,92.10591999441385,0,0,0,28.200003,.0019015000434592
2013,3,306,Enebi Chifar,2.125587031245232,37.41035008430481,.012196161,0,0,17.600008,.1828083544969559
2014,3,306,Enebi Chifar,2.438308008946478,59.98239007592201,.0070166034,0,0,24.600006,.0171086397022009
2015,3,306,Enebi Chifar,3.32356297574006,44.38739009201527,0,0,0,13.355363,0
2011,3,306,Dereqafer Silkena,0,0,,,,,0
2012,3,306,Dereqafer Silkena,0,0,,,,,0
2013,3,306,Dereqafer Silkena,0,0,,,,,0
2014,3,306,Dereqafer Silkena,0,0,,,,,0
2015,3,306,Dereqafer Silkena,.0445969998836517,.1503700017929077,0,.5,0,3.3717515,.0222984999418259
2011,3,306,Wibilat Getem,.146916002035141,1.072489976882935,.21605203,0,0,7.3000216,.0525997504591942
2012,3,306,Wibilat Getem,1.218607001006603,10.84561008214951,.024230124,0,0,8.9000063,.029526999220252
2013,3,306,Wibilat Getem,.1660090032964945,3.668799936771393,0,0,0,22.100006,0
2014,3,306,Wibilat Getem,.7297660149633884,17.2224799990654,0,0,0,23.600002,.0417927987873554
2015,3,306,Wibilat Getem,.610348996007815,8.272489827126265,0,0,0,13.553704,0
2011,3,306,Muyan Tesikare Mariyam,.1168280020356178,1.612229943275452,0,0,0,13.80003,0
2012,3,306,Muyan Tesikare Mariyam,.6464359890669584,7.627940073609352,0,0,0,11.799993,0
2013,3,306,Muyan Tesikare Mariyam,0,0,,,,,0
2014,3,306,Muyan Tesikare Mariyam,.0983160026371479,.9339999854564667,0,0,0,9.499979,.0149259995669127
2015,3,306,Muyan Tesikare Mariyam,0,0,,,,,0
2011,3,306,Yeidwuhana Akababiw,1.566560002043843,31.64450004696846,0,0,0,20.199993,0
2012,3,306,Yeidwuhana Akababiw,4.426998011767864,63.74878036975861,0,0,0,14.400002,.0965294986963272
2013,3,306,Yeidwuhana Akababiw,6.206579010933638,137.1654093265533,0,.0052763768,0,22.100002,.0327482484281063
2014,3,306,Yeidwuhana Akababiw,4.69492400996387,141.3172305226326,.023716532,.016922126,0,30.100004,.1907954066991806
2015,3,306,Yeidwuhana Akababiw,5.01660202909261,99.17116963863373,0,.056162518,0,19.768595,.2817450016736984
2011,3,306,Ledina Akababiw,0,0,,,,,0
2012,3,306,Ledina Akababiw,.0980890020728111,1.667510032653809,0,0,0,16.999969,0
2013,3,306,Ledina Akababiw,0,0,,,,,0
2014,3,306,Ledina Akababiw,0,0,,,,,0
2015,3,306,Ledina Akababiw,0,0,,,,,0
2011,3,306,Gudoeme Nategoderi,2.213067004457116,62.85110980272293,0,0,0,28.400003,0
2012,3,306,Gudoeme Nategoderi,3.396120989695191,118.1850098371506,0,0,0,34.799999,0
2013,3,306,Gudoeme Nategoderi,2.286718979477882,50.53649055957794,0,0,0,22.1,0
2014,3,306,Gudoeme Nategoderi,1.958286995068193,29.96179996430874,0,0,0,15.300005,0
2015,3,306,Gudoeme Nategoderi,3.490619005635381,50.08029022812843,.012296387,.0056907674,0,14.347109,.0627863015979528
2011,3,306,Gedamawit Zuriya,3.841093006543815,59.53705038130283,.056615852,.0043672468,.005862589,15.500029,.4206312503665686
2012,3,306,Gedamawit Zuriya,4.294899981468916,183.8217193484306,.014188107,.0037182472,0,42.799999,.0769059993326664
2013,3,306,Gedamawit Zuriya,2.620630992227234,57.91594993881881,0,0,0,22.100002,0
2014,3,306,Gedamawit Zuriya,4.419297986663878,96.78265938162804,.041268811,.030791001,0,21.900007,.3184537864290178
2015,3,306,Gedamawit Zuriya,4.546570999547839,67.61384977400303,.0080119101,0,0,14.871394,.0364267192780972
2011,3,306,Debere Zeyit,4.148205989040434,33.60046005249023,.040922929,.025522962,.0097821197,8.0999975,.511856205528602
2012,3,306,Debere Zeyit,4.003920994699001,28.828229829669,0,.051401921,0,7.1999998,.3895564852282405
2013,3,306,Debere Zeyit,3.436758985742927,75.9523800611496,0,0,0,22.100002,.0719608087092638
2014,3,306,Debere Zeyit,4.54008303117007,77.18145968019962,.092754893,.021574212,0,17.000011,.5635572307510302
2015,3,306,Debere Zeyit,2.878433994948864,40.91661001741886,0,0,0,14.214886,0
2011,3,306,Gudalema,3.458970997482538,60.87789016962051,.22977291,0,0,17.6,.794777812436223
2012,3,306,Gudalema,4.085605025291443,108.2685309648514,.055281408,.022449613,0,26.5,.4661611467599869
2013,3,306,Gudalema,4.951936040073633,109.4377806186676,0,.0078028073,0,22.099998,.0386390015482903
2014,3,306,Gudalema,5.763082001358271,199.9789698123932,.055519253,0,0,34.700005,.3582867532968521
2015,3,306,Gudalema,5.587854981422424,186.5697691440582,0,.023401421,0,33.388443,.1307637393474579
2011,3,306,Tikuradebir Afirij Amba,0,0,,,,,0
2012,3,306,Tikuradebir Afirij Amba,0,0,,,,,0
2013,3,306,Tikuradebir Afirij Amba,0,0,,,,,0
2014,3,306,Tikuradebir Afirij Amba,0,0,,,,,0
2015,3,306,Tikuradebir Afirij Amba,0,0,,,,,0
2011,3,307,Cherman Duseman,0,0,,,,,0
2012,3,307,Cherman Duseman,0,0,,,,,0
2013,3,307,Cherman Duseman,0,0,,,,,0
2014,3,307,Cherman Duseman,0,0,,,,,0
2015,3,307,Cherman Duseman,0,0,,,,,0
2011,3,307,Sira Getu,0,0,,,,,0
2012,3,307,Sira Getu,0,0,,,,,0
2013,3,307,Sira Getu,0,0,,,,,0
2014,3,307,Sira Getu,0,0,,,,,0
2015,3,307,Sira Getu,0,0,,,,,0
2011,3,307,Shobla Bakusti,0,0,,,,,0
2012,3,307,Shobla Bakusti,0,0,,,,,0
2013,3,307,Shobla Bakusti,0,0,,,,,0
2014,3,307,Shobla Bakusti,0,0,,,,,0
2015,3,307,Shobla Bakusti,0,0,,,,,0
2011,3,307,Belen Sankurawech,0,0,,,,,0
2012,3,307,Belen Sankurawech,0,0,,,,,0
2013,3,307,Belen Sankurawech,0,0,,,,,0
2014,3,307,Belen Sankurawech,0,0,,,,,0
2015,3,307,Belen Sankurawech,0,0,,,,,0
2011,3,307,Yesimala Jankiti,0,0,,,,,0
2012,3,307,Yesimala Jankiti,0,0,,,,,0
2013,3,307,Yesimala Jankiti,.0405570007860661,.6367400288581848,0,0,0,15.69988,0
2014,3,307,Yesimala Jankiti,.0711029982194304,.5474900007247925,0,0,0,7.6999564,0
2015,3,307,Yesimala Jankiti,.0198359992355108,.2334299981594086,0,0,0,11.767998,0
2011,3,307,Lata Amba,0,0,,,,,0
2012,3,307,Lata Amba,0,0,,,,,0
2013,3,307,Lata Amba,0,0,,,,,0
2014,3,307,Lata Amba,0,0,,,,,0
2015,3,307,Lata Amba,0,0,,,,,0
2011,3,307,Yemoshet,0,0,,,,,0
2012,3,307,Yemoshet,0,0,,,,,0
2013,3,307,Yemoshet,0,0,,,,,0
2014,3,307,Yemoshet,0,0,,,,,0
2015,3,307,Yemoshet,0,0,,,,,0
2011,3,307,Alahayi,1.466458018869162,21.26363003253937,0,0,0,14.499992,0
2012,3,307,Alahayi,.7172969914972782,6.339170008897781,.13525696,.06887278,0,8.8375807,.1464216466993094
2013,3,307,Alahayi,1.007476005703211,9.470270037651062,.10937382,0,0,9.3999958,.125007001683116
2014,3,307,Alahayi,1.084647001698613,33.08172982931137,.025182202,0,0,30.499996,.0273138005286455
2015,3,307,Alahayi,1.299582008272409,17.75689005851746,0,0,0,13.66354,0
2011,3,307,Debremewie,1.032705005258322,7.332199990749359,0,0,0,7.0999947,.0836621485650539
2012,3,307,Debremewie,1.538209989666939,19.88132953643799,0,0,0,12.924977,0
2013,3,307,Debremewie,1.00212000310421,13.92945981025696,0,.046716411,0,13.899992,.0772067010402679
2014,3,307,Debremewie,.6960530057549477,10.09278014302254,0,.079124078,0,14.500016,.0550745502114296
2015,3,307,Debremewie,1.3792519941926,20.91519069671631,0,0,0,15.164155,0
2011,3,307,Ageta,.106528002768755,.8841800391674042,0,0,0,8.2999773,.0138496002182364
2012,3,307,Ageta,.2788400053977966,3.080349922180176,0,0,0,11.047016,.0697100013494492
2013,3,307,Ageta,0,0,,,,,0
2014,3,307,Ageta,0,0,,,,,0
2015,3,307,Ageta,0,0,,,,,0
2011,3,307,Sefetera,.5860690101981163,9.318500280380249,0,0,0,15.900005,0
2012,3,307,Sefetera,.2439130013808608,1.697539985179901,0,0,0,6.9596124,0
2013,3,307,Sefetera,.4190840059891343,16.26046003401279,0,0,0,38.800003,0
2014,3,307,Sefetera,.8825430124998093,27.5353307723999,0,0,0,31.199987,0
2015,3,307,Sefetera,.5485069928690791,20.18763971328735,0,.016816467,0,36.804707,.0092239500954747
2011,3,307,Amobatna,1.503170989453793,14.28012031316757,.035076048,0,0,9.4999971,.0527252983301878
2012,3,307,Amobatna,.4314740039408207,2.049600034952164,0,0,0,4.7502284,0
2013,3,307,Amobatna,1.25969500746578,31.49240982532501,.0049857306,.036862098,0,25.000027,.0679179984144866
2014,3,307,Amobatna,1.422530988231301,19.77319011092186,.13572709,0,.13572709,13.900006,.1930760033428669
2015,3,307,Amobatna,1.448910988867283,21.97152006626129,0,0,0,15.164162,0
2011,3,307,Konch Gosheye,1.240610990673304,15.50765007734299,0,0,0,12.50001,0
2012,3,307,Konch Gosheye,6.438609153032303,64.72585157305002,0,0,0,10.052769,0
2013,3,307,Konch Gosheye,1.033806996420026,18.4017596244812,.060873065,0,0,17.799995,.0629310011863709
2014,3,307,Konch Gosheye,.4512790087610483,9.883019804954529,0,0,0,21.900021,0
2015,3,307,Konch Gosheye,2.104528982657939,27.75800033658743,0,.011427402,0,13.18965,.0240493007004261
2011,3,307,Enegade,.9451780021190643,13.70509007573128,0,0,0,14.50001,0
2012,3,307,Enegade,1.163021998479962,21.7129699587822,.023208331,.04208592,0,18.669441,.0759386504068971
2013,3,307,Enegade,1.764135015197098,16.93569011986256,.033251848,.042383503,0,9.5999966,.1334309745579958
2014,3,307,Enegade,1.179147001355887,32.42654991149902,.10510716,0,0,27.500006,.1718867905437946
2015,3,307,Enegade,1.280561000108719,25.58809028565884,.07728827,.026745504,0,19.981937,.1332215964794159
2011,3,307,Edget Behibret,.0255139991641045,.2627899944782257,1,0,0,10.299835,.0255139991641045
2012,3,307,Edget Behibret,0,0,,,,,0
2013,3,307,Edget Behibret,0,0,,,,,0
2014,3,307,Edget Behibret,0,0,,,,,0
2015,3,307,Edget Behibret,0,0,,,,,0
2011,3,307,Enashenifalen,.1768880039453507,1.468169987201691,0,.089323469,0,8.2999973,.0158002506941557
2012,3,307,Enashenifalen,.1003369987010956,1.496369957923889,0,0,0,14.913442,0
2013,3,307,Enashenifalen,.1517419964075089,1.107719965279102,0,0,0,7.3000221,0
2014,3,307,Enashenifalen,.1287070065736771,2.290980100631714,0,0,0,17.799965,0
2015,3,307,Enashenifalen,.5368970111012459,8.438420176506043,0,0,0,15.717018,0
2011,3,307,Ambo Mesk,.1368300020694733,4.310150146484375,0,0,0,31.500036,0
2012,3,307,Ambo Mesk,.0914449989795685,2.575989961624146,0,0,0,28.169828,0
2013,3,307,Ambo Mesk,.1908649913966656,2.519419968128204,0,0,0,13.200011,0
2014,3,307,Ambo Mesk,.2982539981603622,4.861540079116821,0,0,0,16.299999,0
2015,3,307,Ambo Mesk,2.011092014610767,43.67993053793907,0,.0049303062,0,21.719509,.0099152997136116
2011,3,307,Felege Hiwet,.497857004404068,6.322789907455444,0,0,0,12.700012,.1553200036287308
2012,3,307,Felege Hiwet,.7209769990295172,18.15933042764664,0,.21678101,0,25.187115,.156294122338295
2013,3,307,Felege Hiwet,.1716699972748756,2.437709987163544,0,0,0,14.199977,0
2014,3,307,Felege Hiwet,.4611989986151457,4.381390035152435,0,0,0,9.499999,0
2015,3,307,Felege Hiwet,1.532816991209984,33.4130799472332,.24974924,0,0,21.798479,.3828198798000813
2011,3,307,Yinesa Lemirt,1.873848006129265,9.744010001420975,.022480747,0,0,5.2000003,.0421255007386208
2012,3,307,Yinesa Lemirt,1.496451001614332,13.72097018361092,0,0,0,9.1690073,0
2013,3,307,Yinesa Lemirt,2.19869003072381,57.16593945026398,.035010505,0,0,26,.0769772529602051
2014,3,307,Yinesa Lemirt,.9779430031776428,17.40737995505333,.3064636,0,0,17.799994,.2997039183974266
2015,3,307,Yinesa Lemirt,2.032492991536856,48.80000072717667,.15092921,.04439389,0,24.009924,.3969928463920951
2011,3,307,Anorayti,.9326100200414658,10.44523000717163,0,0,0,11.199998,.0689264982938766
2012,3,307,Anorayti,0,0,,,,,0
2013,3,307,Anorayti,.5801500082015991,6.613709926605225,0,0,0,11.4,0
2014,3,307,Anorayti,0,0,,,,,0
2015,3,307,Anorayti,.3340100049972534,3.745980024337769,0,.19062082,0,11.215173,.0636692624539137
2011,3,307,Abesken Gideta,1.169029004871845,7.715600103139877,0,.261985,0,6.6000075,.3062680531293154
2012,3,307,Abesken Gideta,2.041521004866809,15.33581998199225,.016138988,0,0,7.5119581,.0919887088239193
2013,3,307,Abesken Gideta,2.601857995614409,34.34453962743282,.090506397,0,0,13.200006,.2354847900569439
2014,3,307,Abesken Gideta,3.243343040347099,34.70377993583679,.080867901,.041287564,0,10.700003,.4060989851132035
2015,3,307,Abesken Gideta,.8595679886639118,6.924649953842163,0,0,0,8.0559654,0
2011,3,307,GUNIDIL JIGIRITA,2.283312974497676,11.41661995649338,.11932901,0,0,5.0000243,.4022859605029225
2012,3,307,GUNIDIL JIGIRITA,1.284023005515337,18.72371004521847,0,0,0,14.582067,0
2013,3,307,GUNIDIL JIGIRITA,2.652903996407986,30.24311003088951,.033643123,.015962601,0,11.400002,.2925359085202217
2014,3,307,GUNIDIL JIGIRITA,2.361158970743418,31.40342007577419,.20655529,0,0,13.300002,.4877098705619574
2015,3,307,GUNIDIL JIGIRITA,1.823424991220236,19.7299599647522,.049964603,0,0,10.820275,.1865749564021826
2011,3,307,LELIMA DEDANA,1.719039986841381,49.5083487033844,0,0,0,28.799999,0
2012,3,307,LELIMA DEDANA,.2733550015836954,8.60630989074707,.015239889,.15234263,0,31.484003,.0458095201756805
2013,3,307,LELIMA DEDANA,.4020190006121993,7.839379951357842,.071387798,0,0,19.500023,.0286992499604821
2014,3,307,LELIMA DEDANA,.1462710006162524,3.217960044741631,0,0,0,21.999987,0
2015,3,307,LELIMA DEDANA,.2297079972922802,3.174900025129318,0,0,0,13.821461,0
2011,3,307,AYEN YIBERIT,2.064114984124899,35.91558980941773,0,0,0,17.399994,0
2012,3,307,AYEN YIBERIT,3.84209799952805,37.77489995211363,.0042508962,.027396603,0,9.8318415,.1569652911275625
2013,3,307,AYEN YIBERIT,1.688802003860474,45.4287600517273,0,0,0,26.899992,.0128280902281404
2014,3,307,AYEN YIBERIT,2.357210002839565,36.06532025337219,.15850842,0,0,15.300003,.3736376464366913
2015,3,307,AYEN YIBERIT,2.374337004497647,107.4519001245499,.0069899089,.015670985,0,45.255539,.205739070661366
2011,3,307,Megidom Aser,1.318647995591164,11.47224003076553,0,0,0,8.7000017,0
2012,3,307,Megidom Aser,.209148995578289,2.194939911365509,.27343664,0,0,10.494623,.0884634293615818
2013,3,307,Megidom Aser,1.241808995604515,22.72511029243469,0,0,0,18.300005,0
2014,3,307,Megidom Aser,.3855719864368439,1.27238005399704,0,.044820681,0,3.2999806,.017281599342823
2015,3,307,Megidom Aser,.3380450010299683,.9611600339412689,0,.36117676,0,2.8432901,.1220939978957176
2011,3,307,Arefa Medihani Alem,0,0,,,,,0
2012,3,307,Arefa Medihani Alem,0,0,,,,,0
2013,3,307,Arefa Medihani Alem,.1866810005158186,3.173570036888123,0,0,0,16.999962,0
