Year,REGIONCODE,ZONECODE,RK_NAME,WHEATAREA,WHEATOUTPUT,WHEATDAMAGE_WEATHER_AREA_P,WHEATDAMAGE_PESTS_AREA_P,WHEATDAMAGE_DROUGHT_AREA_P,WHEATOPH_W,WHEATDAMAGEAREA
2013,4,406,Databorana Godeti,1.527649970725179,30.24748060107231,0,.2535381,0,19.800007,.4114849967882037
2014,4,406,Databorana Godeti,.0611540004611015,.9295399785041809,0,.5,0,15.199986,.0305770002305508
2015,4,406,Databorana Godeti,.1782249957323074,1.586199998855591,.69999999,0,.69999999,8.8999863,.1247574985027313
2011,4,406,Bura Maru Tulu Korjicha,3.347585029900074,41.84480929374695,.11164483,0,0,12.499999,.3737405575811863
2012,4,406,Bura Maru Tulu Korjicha,6.392953999340534,99.07803964614868,.060034312,0,0,15.498006,.7561097964644432
2013,4,406,Bura Maru Tulu Korjicha,4.524684987962246,146.1473224163055,0,0,0,32.299999,.0532968007028103
2014,4,406,Bura Maru Tulu Korjicha,1.888654991984367,47.59411001205444,0,.023557452,0,25.200003,.0444919001311064
2015,4,406,Bura Maru Tulu Korjicha,4.432088956236839,145.372510433197,0,.14102949,0,32.799999,.9356226585805416
2011,4,406,Repa Denibel,6.120589040219784,76.50736954808235,0,.037345506,0,12.500001,.2285765055567026
2012,4,406,Repa Denibel,13.79926799237728,294.653063416481,0,.0091816392,0,21.352804,.1630190946161747
2013,4,406,Repa Denibel,11.23100002855063,353.776569724083,0,.0030917816,0,31.500006,.034723799675703
2014,4,406,Repa Denibel,17.23291505128145,482.5216410160065,.048650589,.00012078862,0,28.000002,.8404730302281678
2015,4,406,Repa Denibel,15.87432498112321,387.3335107564926,0,0,0,24.4,0
2011,4,406,Meta Guta Bole,15.90138007327914,198.7672879099846,.011559241,.008125741,0,12.500002,.3130183983594179
2012,4,406,Meta Guta Bole,18.4221980497241,532.9468765258789,0,0,0,28.929604,0
2013,4,406,Meta Guta Bole,22.92682515829802,765.7560060024262,.078932911,0,0,33.400002,1.809681013226509
2014,4,406,Meta Guta Bole,15.44248105585575,396.871782541275,.064832136,.096102417,.037812904,25.700001,3.247931113000959
2015,4,406,Meta Guta Bole,15.80323687195778,477.257771730423,.03488278,.020444704,.0048681735,30.200001,.87435332685709
2011,4,406,Gorfo,5.009090974926949,69.12546065449715,0,0,0,13.800001,0
2012,4,406,Gorfo,8.738413953222334,118.3740698099136,.019445417,.063694417,.0086639179,13.546402,.7265103049576283
2013,4,406,Gorfo,11.14960600808263,159.439348757267,.080418676,.031309135,0,14.299998,1.245721031911671
2014,4,406,Gorfo,12.03121298551559,178.0619492530823,.036334883,0,0,14.8,.8192639164626598
2015,4,406,Gorfo,4.902545982971788,90.69709184765816,.089328282,0,.079780303,18.499998,.4379359958693385
2011,4,406,Dere Silo Gehito,4.78330896794796,140.6293005943298,.048734047,0,0,29.400003,.3792802020907402
2012,4,406,Dere Silo Gehito,7.759183060377836,46.31919977068901,0,.088378042,0,5.9695973,1.322313396260142
2013,4,406,Dere Silo Gehito,6.079466018825769,94.23172003030777,0,.058393452,0,15.499999,.3601842098869383
2014,4,406,Dere Silo Gehito,5.298300050199032,72.0568910241127,0,0,0,13.600002,0
2015,4,406,Dere Silo Gehito,2.863881988450885,46.10851031541824,0,.076673202,0,16.100004,.219582999125123
2011,4,406,Nano,10.07025606650859,176.2295106351376,.11345061,0,.0095560728,17.500004,1.142476689070463
2012,4,406,Nano,9.905318075907417,204.6834797859192,.073164783,.019829115,0,20.664,1.03611525753513
2013,4,406,Nano,6.71579503081739,112.8253407329321,.0092468206,.0019163032,0,16.799997,.425639508292079
2014,4,406,Nano,7.453475032001734,199.0077902674675,.10392171,.022870151,0,26.700001,1.212840005755425
2015,4,406,Nano,7.184194066794589,112.0734300427139,.096789658,0,.085590631,15.6,.6953557133674622
2011,4,406,Ariya Gadula,4.649651046842337,61.84035001695156,.089143679,0,0,13.299998,.4144870005548
2012,4,406,Ariya Gadula,3.280971979722381,20.71603982895613,.13200273,.2399523,0,6.3139949,1.220373999327421
2013,4,406,Ariya Gadula,.9326010085642338,9.60579988360405,0,.022562167,0,10.30001,.0210414994508028
2014,4,406,Ariya Gadula,2.531795006245375,22.53298042714596,.063978285,0,0,8.9000015,.161979902535677
2015,4,406,Ariya Gadula,3.188327018171549,42.08592003583908,.25228819,.15323001,.19952969,13.200001,1.295093849301338
2011,4,406,Kelate,4.903141975402832,65.21180015802383,0,0,0,13.300002,0
2012,4,406,Kelate,1.09789502620697,6.932099997997284,0,.14708292,0,6.3139915,.1614816039800644
2013,4,406,Kelate,.883741982281208,6.53969007730484,0,0,0,7.3999991,0
2014,4,406,Kelate,0,0,,,,,0
2015,4,406,Kelate,.6669590026140213,17.74110984802246,.29839736,0,0,26.6,.199018806219101
2011,4,406,Melo Fale,12.72452993690968,263.3977887630463,.063486822,.029368471,0,20.700001,1.53932249546051
2012,4,406,Melo Fale,8.505672097206116,201.1489608287811,.0066020065,.020313798,0,23.648802,.9851827584207058
2013,4,406,Melo Fale,6.21779702976346,123.1123892068863,.009614177,0,0,19.800001,.0597789995372295
2014,4,406,Melo Fale,4.846831046044827,132.318489074707,0,0,0,27.300001,0
2015,4,406,Melo Fale,8.695107974112034,191.2923721075058,.079202615,0,0,22,.6886753141880035
2011,4,406,Kura Kemele,14.66432997584343,200.9013600349426,0,.017309347,0,13.700003,.2538299858570099
2012,4,406,Kura Kemele,11.22788998112083,246.1916705369949,0,.018483927,0,21.926798,.5575654916465282
2013,4,406,Kura Kemele,9.13936098664999,212.9471103549004,.019367054,.10697145,0,23.299999,1.518794728443027
2014,4,406,Kura Kemele,6.379998985677958,192.6759300231934,.092043884,.05247305,0,30.199993,1.012630704324693
2015,4,406,Kura Kemele,9.783936940133572,175.1324789524078,.074645177,.0059845136,.068460457,17.900002,.7888758145272732
2011,4,406,Sura,9.618270013481379,290.4717390537262,.018364258,.0035720873,0,30.199999,.3594092051498592
2012,4,406,Sura,9.281315013766289,249.3258376121521,0,.010060536,0,26.863201,.6314109936356545
2013,4,406,Sura,10.83104493469,357.4245667457581,.013967627,0,0,33.000008,.1512839943170548
2014,4,406,Sura,12.8850099593401,560.4979276657105,.0031296639,0,0,43.5,.2869782485067844
2015,4,406,Sura,9.859258979558945,455.4977605342865,.018854627,0,.018854627,46.200001,.1858926499262452
2011,4,407,Gelcha,0,0,,,,,0
2012,4,407,Gelcha,0,0,,,,,0
2013,4,407,Gelcha,0,0,,,,,0
2014,4,407,Gelcha,0,0,,,,,0
2015,4,407,Gelcha,0,0,,,,,0
2011,4,407,Gara Dima,0,0,,,,,0
2012,4,407,Gara Dima,0,0,,,,,0
2013,4,407,Gara Dima,0,0,,,,,0
2014,4,407,Gara Dima,0,0,,,,,0
2015,4,407,Gara Dima,0,0,,,,,0
2011,4,407,Buta Dalecha,6.013267997652292,80.57777971029282,.060484465,0,0,13.399998,.3637092970311642
2012,4,407,Buta Dalecha,2.906093992292881,46.47405010461807,.013994523,.060197573,0,15.991929,.2156092021614313
2013,4,407,Buta Dalecha,2.802201010286808,36.70884984731674,.10538495,0,0,13.100006,.4012622991576791
2014,4,407,Buta Dalecha,2.857648940756917,31.43414993584156,0,0,0,11.000004,0
2015,4,407,Buta Dalecha,2.229897007346153,5.156969964504242,.86241609,0,.86241609,2.3126495,1.92309907823801
2011,4,407,Qawa Hara Mirqasa,0,0,,,,,0
2012,4,407,Qawa Hara Mirqasa,.2334930002689362,6.519690036773682,0,0,0,27.922422,0
2013,4,407,Qawa Hara Mirqasa,0,0,,,,,0
2014,4,407,Qawa Hara Mirqasa,0,0,,,,,0
2015,4,407,Qawa Hara Mirqasa,0,0,,,,,0
2011,4,407,Dengore Tiyo,.5020660012960434,14.00764989852905,0,0,0,27.900017,0
2012,4,407,Dengore Tiyo,.2580730020999908,5.07696008682251,1,0,0,19.672573,.2580730020999908
2013,4,407,Dengore Tiyo,0,0,,,,,0
2014,4,407,Dengore Tiyo,.1993510015308857,4.72461998462677,0,0,0,23.700006,0
2015,4,407,Dengore Tiyo,0,0,,,,,0
2011,4,407,Golbo Mitimiti,0,0,,,,,0
2012,4,407,Golbo Mitimiti,0,0,,,,,0
2013,4,407,Golbo Mitimiti,0,0,,,,,0
2014,4,407,Golbo Mitimiti,0,0,,,,,0
2015,4,407,Golbo Mitimiti,0,0,,,,,0
2011,4,407,Ararso Bero,.5583739983849227,11.05580989271402,.29601014,0,0,19.800009,.1652843561023474
2012,4,407,Ararso Bero,.0935179963707924,2.302649974822998,0,0,0,24.622534,0
2013,4,407,Ararso Bero,.2106800004839897,2.549230098724365,0,0,0,12.10001,0
2014,4,407,Ararso Bero,.2930399999022484,3.868129968643189,0,0,0,13.200006,0
2015,4,407,Ararso Bero,.2406979948282242,2.052640080451965,.49981907,0,.49981907,8.5278654,.1203054487705231
2011,4,407,Geldiya Alan Qebeti,1.275130029767752,18.99944007396698,.01518355,.035688519,0,14.900002,.0648685023188591
2012,4,407,Geldiya Alan Qebeti,1.747821006923914,44.81037026643753,0,.078020401,0,25.637848,.1461141014005989
2013,4,407,Geldiya Alan Qebeti,3.498248033225536,54.22283017635346,.16590175,.069934547,0,15.499996,.8250138899311423
2014,4,407,Geldiya Alan Qebeti,1.916027992963791,17.62744998931885,0,0,0,9.199996,0
2015,4,407,Geldiya Alan Qebeti,4.237951010465622,41.04109036922455,.88873273,0,.88873273,9.6841822,3.766405761241913
2011,4,407,Qoboluto Tumsa,.7072690017521381,14.42830032110214,0,0,0,20.400019,0
2012,4,407,Qoboluto Tumsa,.593131996691227,6.624659895896912,.5,0,0,11.168947,.2965659983456135
2013,4,407,Qoboluto Tumsa,.8235849961638451,17.70707964897156,.03439809,0,0,21.500002,.0848127510398626
2014,4,407,Qoboluto Tumsa,.4579370096325874,15.47827970981598,0,0,0,33.800018,0
2015,4,407,Qoboluto Tumsa,.6007559970021248,4.515330016613007,.92421585,0,.92421585,7.5160799,.55522820353508
2011,4,407,Roge Balewold,0,0,,,,,0
2012,4,407,Roge Balewold,.6668009981513023,8.293779969215393,0,0,0,12.438164,.0974132493138313
2013,4,407,Roge Balewold,.1192800030112267,3.518759965896606,0,0,0,29.499998,0
2014,4,407,Roge Balewold,.135112002491951,3.91825008392334,0,.5,0,29.000015,.0675560012459755
2015,4,407,Roge Balewold,0,0,,,,,0
2011,4,407,Bati Germama,.8108619898557663,13.6224799156189,0,0,0,16.799997,0
2012,4,407,Bati Germama,2.543598985299468,43.90538040921092,.056500927,.023391265,0,17.261126,.2032136972993612
2013,4,407,Bati Germama,.9470250084996223,14.86829990148544,0,0,0,15.700007,0
2014,4,407,Bati Germama,2.20101797580719,42.91985011100769,0,0,0,19.5,0
2015,4,407,Bati Germama,1.911180958151817,10.77344995737076,.85499382,0,.85499382,5.6370645,1.634047910571098
2011,4,407,Chuka Hurufa,4.812005985528231,139.5481795072556,.018028177,0,0,29.000002,.0867516994476318
2012,4,407,Chuka Hurufa,5.489168986678124,94.05250000953674,0,0,0,17.134197,0
2013,4,407,Chuka Hurufa,7.007704973220825,134.5479490756989,.11818039,.017329676,.024915861,19.200003,.9496145360171795
2014,4,407,Chuka Hurufa,6.11421800032258,114.9473198652268,.66356832,0,0,18.800003,4.057201514020562
2015,4,407,Chuka Hurufa,4.255358994007111,5.53558000549674,.87856442,0,.87856442,1.3008491,3.738606922328472
2011,4,407,Kiltu Beja,6.114151970483363,171.8076889514923,.0040239021,0,0,28.100002,.0246027503162622
2012,4,407,Kiltu Beja,7.468357987701893,110.9024198055267,.13784312,0,.010545156,14.849639,1.029461778700352
2013,4,407,Kiltu Beja,6.256929978728294,106.9935103654862,.019252293,.0075043989,0,17.1,.1674147490411997
2014,4,407,Kiltu Beja,9.841026026755571,189.9318100214005,.013449563,.0043009236,0,19.300001,.1746829934418201
2015,4,407,Kiltu Beja,8.027021996676922,410.7199651002884,0,0,0,51.167168,0
2011,4,407,Momo Shoke,4.236433010548353,147.8515212535858,0,0,0,34.900002,0
2012,4,407,Momo Shoke,4.697135031223297,130.5591686964035,0,0,0,27.79549,.0786816496402025
2013,4,407,Momo Shoke,3.869738955050707,104.4829493165016,0,0,0,27,0
2014,4,407,Momo Shoke,4.711487025022507,123.4409594535828,0,0,0,26.200001,.1476215049624443
2015,4,407,Momo Shoke,4.659109052270651,90.9127699136734,.24343199,0,.24343199,19.512909,1.134176160208881
2011,4,407,Ejersa Joro,2.998302005231381,29.98301988840103,.016800242,0,.016800242,10,.0503721982240677
2012,4,407,Ejersa Joro,5.908742997795343,47.24607926607132,.12769882,0,.066449381,7.9959612,.7545395521447063
2013,4,407,Ejersa Joro,1.369849994778633,20.54778015613556,.031677336,0,0,15.000022,.0433931984007359
2014,4,407,Ejersa Joro,3.761188961565495,48.89546978473663,0,.00092391262,0,13.000004,.0034750099293888
2015,4,407,Ejersa Joro,4.28059090860188,56.30320963263512,.67046344,0,.67046344,13.153139,2.869979636743665
2011,4,407,Somesakombolcha,14.06041298434138,319.171371281147,.028280135,0,0,22.699999,.3976303935050964
2012,4,407,Somesakombolcha,6.231443956494331,228.5686695873737,.038274758,.010490385,0,36.67989,.3038772419095039
2013,4,407,Somesakombolcha,11.00773795926943,514.0613420009613,0,.005131572,0,46.699997,.0929430010728538
2014,4,407,Somesakombolcha,9.99875408038497,549.9315714836121,0,0,0,52.262157,0
2015,4,407,Somesakombolcha,6.01058700773865,406.5844776630402,0,0,0,52.262157,0
2011,4,407,Quntushelihama,11.54364795051515,250.4971780776978,.0045409822,0,.0045409822,21.700001,.0524194985628128
2012,4,407,Quntushelihama,9.884856075048447,278.5180283784866,.035043553,0,0,28.176235,.3464004844427109
2013,4,407,Quntushelihama,12.40003398060799,489.8013157844544,0,.11669818,0,39.499996,1.447061444632709
2014,4,407,Quntushelihama,10.56494599208236,509.2304039001465,.0050238213,.0022699975,0,48.200001,.0770587993320078
2015,4,407,Quntushelihama,10.55934201087803,541.8177581429482,0,0,0,51.311699,0
2011,4,407,Buitengego,15.46396207436919,397.4238297939301,.13578464,.001340756,.045006085,25.700001,2.12050201324746
2012,4,407,Buitengego,17.65172705054283,618.3385338783264,.02458185,0,.02458185,35.029919,.6658868975937367
2013,4,407,Buitengego,16.72968417033553,667.5144230127335,.05750566,.11643049,0,39.900002,3.082148599438369
2014,4,407,Buitengego,12.84823398664594,733.6341381072998,0,0,0,52.262157,0
2015,4,407,Buitengego,13.22948299348354,776.3488845825195,0,0,0,52.262157,0
2011,4,407,Godino,3.126519963145256,68.78344011306763,0,.0084000742,0,22,.0262630004435778
2012,4,407,Godino,4.854332938790321,195.3074902296066,.002150656,.069263376,0,40.233643,.3466674918308854
2013,4,407,Godino,3.211721007479355,71.30021919682622,0,0,0,22.200005,0
2014,4,407,Godino,2.738117004439118,56.67902024765499,0,0,0,20.699999,0
2015,4,407,Godino,8.819377042353153,390.0743594169617,.13663343,0,.13663343,44.22924,1.205021688714624
2011,4,407,Hidi,3.994159942492843,62.30890935659409,0,0,0,15.600003,0
2012,4,407,Hidi,2.811084993183613,53.16061961650848,.036845632,0,.0095374212,18.911068,.1035762010142207
2013,4,407,Hidi,3.895512983202934,119.981809258461,.039712612,.0085793575,.019888587,30.800003,.1881219930946827
2014,4,407,Hidi,1.705039024353027,55.07276046276093,0,0,0,32.299999,0
2015,4,407,Hidi,7.094702936708927,109.7250701189041,.13904804,0,.059194718,15.465774,1.375879684463143
2011,4,407,Ouda,2.589175011962652,95.02272081375122,0,.048925895,0,36.700001,.1266777068376541
2012,4,407,Ouda,1.918076007626951,65.2425294816494,0,0,0,34.014568,0
2013,4,407,Ouda,3.780293952673674,142.1390614509583,0,0,0,37.600002,0
2014,4,407,Ouda,4.55019298940897,131.9555983543396,0,0,0,29,0
2015,4,407,Ouda,4.192649964243174,164.8335294723511,0,0,0,39.31488,0
2011,4,407,Dere Shoki,7.804691016674042,209.1657083034515,.015627217,.023584822,0,26.799999,.3060378544032574
2012,4,407,Dere Shoki,4.4322170317173,101.2566717863083,.013106308,0,0,22.845604,.0580900013446808
2013,4,407,Dere Shoki,4.237344048917294,127.5440608263016,0,.011900025,0,30.1,.0504245012998581
2014,4,407,Dere Shoki,5.552163995802403,129.3654195070267,0,.0075307577,0,23.299999,.0418120007961988
2015,4,407,Dere Shoki,6.322651010006666,286.957040309906,.16930203,0,.16930203,45.385559,1.070437705144286
2011,4,407,Gicho Gerbabo,10.87839306890965,349.1964094638825,0,0,0,32.099998,0
2012,4,407,Gicho Gerbabo,5.869341924786568,113.2304182052612,0,.0087965569,0,19.291842,.1215927470475435
2013,4,407,Gicho Gerbabo,6.848564982414246,141.0804488658905,.0091875885,0,0,20.600002,.0629217997193336
2014,4,407,Gicho Gerbabo,8.275147968903184,179.5707095861435,0,0,0,21.700001,0
2015,4,407,Gicho Gerbabo,6.216199015267193,336.0350765287876,.08870244,0,.08870244,52.262157,.5513920448720455
2011,4,407,Koye Jejeba,6.962936989963055,231.1695106029511,0,0,0,33.200001,0
2012,4,407,Koye Jejeba,14.84780702739954,243.0983817577362,.32045662,.014608514,0,16.372679,4.974982691928744
2013,4,407,Koye Jejeba,8.985222969204187,192.2837790250778,.047164038,.0056077852,0,21.400002,.4741665981709957
2014,4,407,Koye Jejeba,12.79313899576664,356.9285588264465,0,.0070133768,0,27.899998,.089723102748394
2015,4,407,Koye Jejeba,13.01128103584051,400.5785830020905,.40340739,0,.40340739,30.787022,5.248847163282335
2011,4,407,Tuchisumyan,.9071629866957665,11.06738972663879,0,0,0,12.200002,0
2012,4,407,Tuchisumyan,4.061837017536163,41.75781011581421,.026226606,.059405636,0,10.280523,.3478242084383965
2013,4,407,Tuchisumyan,3.396616965532303,30.90921977162361,.10740761,0,0,9.1000013,.6163457557559013
2014,4,407,Tuchisumyan,1.376004993915558,29.30890965461731,0,.016277848,0,21.300003,.0911147985607386
2015,4,407,Tuchisumyan,2.072357997298241,30.55293941497803,0,.39214066,0,14.74308,.8126557990908623
2011,4,407,Beqele Giresa,2.776303976774216,73.84968948364258,0,0,0,26.6,0
2012,4,407,Beqele Giresa,5.347102995961905,162.1983495950699,.19475126,0,0,30.333874,1.041355084627867
2013,4,407,Beqele Giresa,2.767990007996559,32.9390897154808,0,0,0,11.900003,.107549250125885
2014,4,407,Beqele Giresa,7.362644992768765,202.4727501869202,.0051939348,0,0,27.500002,.0382410995662212
2015,4,407,Beqele Giresa,7.27477003633976,79.91364920139313,.62339926,0,.31925046,10.985042,4.535086400806904
2011,4,407,Keto Biliti,17.73399302363396,524.9261503219605,0,0,0,29.599998,0
2012,4,407,Keto Biliti,24.57882308121771,620.7892607450485,.13470298,.041462418,0,25.257078,5.493246968835592
2013,4,407,Keto Biliti,12.98529709130526,379.1706805229187,.012699763,.0031943899,0,29.200001,.2063903016969562
2014,4,407,Keto Biliti,14.10427113622427,325.8086303472519,.034915552,0,0,23.099998,.4924583993852139
2015,4,407,Keto Biliti,20.92546302080154,553.4956868886948,.58626264,0,.58626264,26.450821,12.26781678013504
2011,4,407,Ilika Chelemo,.3849459886550903,9.046230316162109,0,0,0,23.499998,0
2012,4,407,Ilika Chelemo,.9436610229313374,15.09095019102097,.17999525,0,0,15.991919,.1698545068502426
2013,4,407,Ilika Chelemo,.145005002617836,2.450580060482025,0,0,0,16.899969,.0193339996039867
2014,4,407,Ilika Chelemo,1.338865011930466,27.84839010238648,0,0,0,20.799999,0
2015,4,407,Ilika Chelemo,1.361212000250816,15.34648013114929,.58646321,0,.58646321,11.274129,.7983007505536079
2011,4,407,Haleku Gulanta Boke,3.340801984071732,56.12547016143799,.091947205,0,0,16.799999,.307177409529686
2012,4,407,Haleku Gulanta Boke,8.635963119566441,97.55083823204041,.036830809,.0035174768,0,11.295884,.3484462928026915
2013,4,407,Haleku Gulanta Boke,10.17980902828276,172.038801252842,.29638681,0,.015213252,16.900003,3.017161104828119
2014,4,407,Haleku Gulanta Boke,8.078189000487328,155.9090211391449,0,.12053459,0,19.299997,.9737012032419443
2015,4,407,Haleku Gulanta Boke,12.42696788907051,73.64398014545441,.45678034,0,.45678034,5.9261422,5.676394760608673
2011,4,407,Hurgo Mecheferi,0,0,,,,,0
2012,4,407,Hurgo Mecheferi,0,0,,,,,0
2013,4,407,Hurgo Mecheferi,.213577002286911,3.609450101852417,.89999998,0,0,16.899994,.1922193020582199
2014,4,407,Hurgo Mecheferi,0,0,,,,,0
2015,4,407,Hurgo Mecheferi,0,0,,,,,0
2011,4,407,Desta Abjata,0,0,,,,,0
2012,4,407,Desta Abjata,0,0,,,,,0
2013,4,407,Desta Abjata,0,0,,,,,0
2014,4,407,Desta Abjata,0,0,,,,,0
2015,4,407,Desta Abjata,0,0,,,,,0
2011,4,407,Qiltu Ambole,11.26542497426271,223.0554309487343,.031532995,.017257791,0,19.800001,.8123007537797093
2012,4,407,Qiltu Ambole,14.19862904958427,299.1469704508781,.055938255,.043323364,0,21.068722,2.537071605212987
2013,4,407,Qiltu Ambole,6.364429004490376,219.5728185176849,0,.0062431213,0,34.500004,.0397339016199112
2014,4,407,Qiltu Ambole,6.744400963187218,240.7751106023789,.019159686,.006855546,.0078429505,35.700001,.1754571511410177
2015,4,407,Qiltu Ambole,7.882139049470425,191.3997604846954,.31436566,0,.31436566,24.282719,2.477873843163252
2011,4,407,Malima Bara,1.665055975317955,32.80159997940064,0,.14479904,0,19.699999,.2410984933376312
2012,4,407,Malima Bara,3.920349054038525,70.15746080875397,0,.1194647,0,17.895718,.468343305401504
2013,4,407,Malima Bara,3.711385920643807,110.5992801189423,.093630061,0,0,29.799995,.3474972993135452
2014,4,407,Malima Bara,3.034881010651588,106.5243301391602,0,.014854223,0,35.100002,.0883821994066238
2015,4,407,Malima Bara,1.553238973021507,35.92080998420715,.5401144,0,.5401144,23.12639,.8389266952872276
2011,4,407,Adele Mecho,.8476769998669624,18.81843030452728,0,0,0,22.200001,.0212309993803501
2012,4,407,Adele Mecho,3.615221969783306,55.06128013134003,.018601762,0,.018601762,15.230401,.2289190962910652
2013,4,407,Adele Mecho,2.788714949041605,67.76577043533325,0,0,0,24.299999,0
2014,4,407,Adele Mecho,4.067239001393318,45.14635062217712,.04009543,.068482675,0,11.099999,.4416131041944027
2015,4,407,Adele Mecho,6.431085020303726,46.47750961780548,.55680782,0,.55680782,7.2270088,3.58087844401598
2011,4,407,Gemeda,7.127953924238682,94.8017885684967,0,0,0,13.3,0
2012,4,407,Gemeda,10.19321006722748,368.7108132243156,0,.048154671,0,36.172199,.4908506572246552
2013,4,407,Gemeda,9.015496872365475,192.0300991535187,0,0,0,21.300001,.0523880012333393
2014,4,407,Gemeda,8.919200025498867,253.3052999973297,0,0,0,28.400002,0
2015,4,407,Gemeda,9.229144990444183,488.2368955612183,0,.0045083268,0,52.262157,.0416079992428422
2011,4,407,Abnu Luguna,6.83213896304369,132.5435194969177,0,0,0,19.400003,0
2012,4,407,Abnu Luguna,5.755892060697079,120.5387303829193,0,.027480884,0,20.941799,.1869754027575254
2013,4,407,Abnu Luguna,2.782804980874062,79.03165006637573,0,0,0,28.399996,0
2014,4,407,Abnu Luguna,8.088932976126671,152.8808401823044,.0029304235,.091321774,0,18.900002,.7623996874317527
2015,4,407,Abnu Luguna,8.087676957249641,161.3210501670837,.58152533,0,.19583969,19.946526,4.8194301687181
2011,4,408,Wetro Deno,.14792600274086,1.153820037841797,.17999999,0,0,7.7999811,.02662668004632
2012,4,408,Wetro Deno,.6266840063035488,5.733179956674576,.28368717,0,0,9.1484385,.1777822058647871
2013,4,408,Wetro Deno,.48157599568367,8.427579998970032,0,0,0,17.5,0
2014,4,408,Wetro Deno,0,0,,,,,0
2015,4,408,Wetro Deno,0,0,,,,,0
2011,4,408,Abasa Gorba,3.809524033218622,79.61904978752136,.021692263,.011385675,0,20.9,.1260111993178725
2012,4,408,Abasa Gorba,7.512571044266224,142.3657702207565,0,0,0,18.950338,0
2013,4,408,Abasa Gorba,5.358641043305397,125.392210483551,.070353605,.10393757,0,23.400002,.933963855728507
2014,4,408,Abasa Gorba,3.043423004448414,32.59146976470947,.61968338,0,0,10.70882,1.885958690196276
2015,4,408,Abasa Gorba,2.399930968880653,11.18448001146317,.93763816,0,.93763816,4.6603341,2.250266887247562
2011,4,408,Kara Ametu,.5069539956748486,8.26336008310318,.13167033,0,0,16.30002,.0667508011683822
2012,4,408,Kara Ametu,.2973529994487763,5.537790060043335,0,.16337754,0,18.623623,.0485807992517948
2013,4,408,Kara Ametu,.2527550011873245,4.777070045471191,.15088129,.4982374,0,18.900002,.1640679948031902
2014,4,408,Kara Ametu,.1015579979866743,2.737659990787506,0,0,0,26.956615,0
2015,4,408,Kara Ametu,.1175599992275238,2.608890056610107,.40000001,0,.40000001,22.191988,.0470240004360676
2011,4,408,Ifetu Bulala,1.187762998044491,19.24175989627838,.054848313,0,0,16.199999,.1260452978312969
2012,4,408,Ifetu Bulala,2.7287189476192,98.96253943443298,.085552119,0,0,36.267033,.2334476932883263
2013,4,408,Ifetu Bulala,1.552487008273602,44.86686980724335,.19213639,0,0,28.899998,.2982892505824566
2014,4,408,Ifetu Bulala,1.499135997146368,71.78162980079651,.058132082,0,0,47.882,.0871478989720345
2015,4,408,Ifetu Bulala,1.328096009790897,30.94677031040192,.44483846,0,.44483846,23.301607,.5907882079482079
2011,4,408,Lefato Rafeniso,0,0,,,,,0
2012,4,408,Lefato Rafeniso,0,0,,,,,0
2013,4,408,Lefato Rafeniso,0,0,,,,,0
2014,4,408,Lefato Rafeniso,0,0,,,,,0
2015,4,408,Lefato Rafeniso,0,0,,,,,0
2011,4,408,Dero Bonija,.3069179933518171,3.222650036215782,.20404898,0,0,10.500036,.0626263003796339
2012,4,408,Dero Bonija,.6981039978563786,10.41618007421494,0,0,0,14.920671,0
2013,4,408,Dero Bonija,.5527289900928736,7.351290032267571,0,0,0,13.29999,0
2014,4,408,Dero Bonija,.3189890012145042,11.34739017486572,0,.071757019,0,35.572983,.0228896997869015
2015,4,408,Dero Bonija,0,0,,,,,0
2011,4,408,Werasa Kewe,0,0,,,,,0
2012,4,408,Werasa Kewe,0,0,,,,,0
2013,4,408,Werasa Kewe,0,0,,,,,0
2014,4,408,Werasa Kewe,0,0,,,,,0
2015,4,408,Werasa Kewe,0,0,,,,,0
2011,4,408,Haro Akiya,0,0,,,,,0
2012,4,408,Haro Akiya,0,0,,,,,0
2013,4,408,Haro Akiya,0,0,,,,,0
2014,4,408,Haro Akiya,0,0,,,,,0
2015,4,408,Haro Akiya,.0547400005161762,1.767519950866699,.89999998,0,.89999998,32.289368,.0492659993469715
2011,4,408,Weguda Guro,7.021861955523491,153.0765998363495,0,.0082195289,0,21.800001,.1823159009218216
2012,4,408,Weguda Guro,5.582295011729002,207.9249688386917,0,.10895026,0,37.247219,.6081924978643656
2013,4,408,Weguda Guro,7.060536976903677,252.0611801147461,0,0,0,35.700001,0
2014,4,408,Weguda Guro,8.470736976712942,351.3774076700211,.092592336,.0073251007,0,41.481327,.8463742975145578
2015,4,408,Weguda Guro,5.782831944525242,259.2318506240845,.17119136,.0087011,.17119136,44.827839,1.040287885814905
2011,4,408,Dule Weraqecho,6.876251053065062,184.9711515903473,.24744332,.030161856,0,26.9,1.908882923424244
2012,4,408,Dule Weraqecho,2.652568012475967,40.73367953300476,.35884836,.10274534,0,15.356318,1.844800446182489
2013,4,408,Dule Weraqecho,0,0,,,,,0
2014,4,408,Dule Weraqecho,.010878000408411,.397680014371872,.050000001,0,0,36.558189,.000543900008779
2015,4,408,Dule Weraqecho,2.584603041410446,109.5528588294983,.43729365,0,.2993407,42.386726,1.232835710048676
2011,4,408,Utamo Doje,3.766293969005346,93.40408110618591,.25982553,0,.02518943,24.799997,.9785792864859104
