"ZONENAME","ZONECODE","WOREDANAME","WOREDACODE","Year","REGIONCODE","RK_NAME","WHEATAREA","WHEATOUTPUT","WHEATDAMAGEAREA_P","WHEATDAMAGE_DROUGHT_AREA_P","WHEATOPH_W"
"North Shewa",406,"Degem",40605,"01-01-2013",4,"Tumano Abidi",4.10560200549662,79.2381299436092,0.0888665989041328,0,19.3000030517578
"North Shewa",406,"Degem",40605,"01-01-2014",4,"Tumano Abidi",7.16671199910343,172.001120477915,0.107228457927704,0,24.0000038146973
"North Shewa",406,"Degem",40605,"01-01-2015",4,"Tumano Abidi",4.09068799950182,99.8127802312374,0.0213366560637951,0,24.3999977111816
"North Shewa",406,"Degem",40605,"01-01-2010",4,"Qande Agemsa",5.78031103254762,85.5487999282777,0.128952607512474,0.0495043769478798,14.8000335693359
"North Shewa",406,"Degem",40605,"01-01-2011",4,"Qande Agemsa",7.87081406451762,125.93299934268,0.00695824204012752,0,15.9999971389771
"North Shewa",406,"Degem",40605,"01-01-2012",4,"Qande Agemsa",6.82083200383931,135.464439868927,0,0,19.8603973388672
"North Shewa",406,"Degem",40605,"01-01-2013",4,"Qande Agemsa",6.55940800905228,106.918349564075,0.0557105764746666,0,16.2999992370605
"North Shewa",406,"Degem",40605,"01-01-2014",4,"Qande Agemsa",6.96652200818062,87.7781797349453,0.00307364272885025,0,12.6000003814697
"North Shewa",406,"Degem",40605,"01-01-2015",4,"Qande Agemsa",8.65734800696373,182.670049905777,0.0554105937480927,0,21.1000003814697
"Arsi",408,"Robe",40812,"01-01-2010",4,"asidabo",7.87420811876655,113.389000117779,0.404666513204575,0,14.4000511169434
"Arsi",408,"Robe",40812,"01-01-2011",4,"asidabo",8.45310598425567,353.339839696884,0.0757638290524483,0,41.7999992370605
"Arsi",408,"Robe",40812,"01-01-2012",4,"asidabo",15.1144349891692,350.622019469738,0.170698016881943,0,23.1978244781494
"Arsi",408,"Robe",40812,"01-01-2013",4,"asidabo",9.4941170103848,148.108229994774,0.395856708288193,0,15.6000003814697
"Arsi",408,"Robe",40812,"01-01-2014",4,"asidabo",13.5601299591362,218.654269576073,0.272309213876724,0,16.124792098999
"Arsi",408,"Robe",40812,"01-01-2015",4,"asidabo",7.28199805691838,199.578519821167,0.133808955550194,0,27.4071102142334
"Arsi",408,"Robe",40812,"01-01-2010",4,"Masirije Odu",9.74256604909897,140.292999744415,0.116150625050068,0,14.4000053405762
"Arsi",408,"Robe",40812,"01-01-2011",4,"Masirije Odu",13.3956770598888,354.985441565514,0,0,26.5
"Arsi",408,"Robe",40812,"01-01-2012",4,"Masirije Odu",12.3449070975184,301.164408266544,0,0,24.3958415985107
"Arsi",408,"Robe",40812,"01-01-2013",4,"Masirije Odu",18.1525869965553,359.421200692654,0.0398832261562347,0,19.7999992370605
"Arsi",408,"Robe",40812,"01-01-2014",4,"Masirije Odu",13.6716912016273,373.592308998108,0.29157692193985,0,27.3259754180908
"Arsi",408,"Robe",40812,"01-01-2015",4,"Masirije Odu",9.49910201691091,249.802799344063,0.0507837049663067,0,26.2975177764893
"Arsi",408,"Robe",40812,"01-01-2010",4,"SAdiqa Qersa",16.8516698740423,350.515101194382,0.0752535089850426,0,20.8000221252441
"Arsi",408,"Robe",40812,"01-01-2011",4,"SAdiqa Qersa",14.7515730876476,390.916720926762,0.0959118455648422,0,26.5000019073486
"Arsi",408,"Robe",40812,"01-01-2012",4,"SAdiqa Qersa",9.48527000099421,124.997919678688,0.306006729602814,0,13.1781091690063
"Arsi",408,"Robe",40812,"01-01-2013",4,"SAdiqa Qersa",4.12540096789598,32.178130030632,0,0,7.80000066757202
"Arsi",408,"Robe",40812,"01-01-2014",4,"SAdiqa Qersa",9.99724298529327,206.734169840813,0.0172410979866982,0,20.6791191101074
"Arsi",408,"Robe",40812,"01-01-2015",4,"SAdiqa Qersa",9.25271898182109,231.003421165049,0.31940770149231,0.125146389007568,24.9660034179688
"Arsi",408,"Robe",40812,"01-01-2010",4,"Qako Adjabo",1.71218000352383,11.300400018692,0.169015511870384,0,6.60000705718994
"Arsi",408,"Robe",40812,"01-01-2011",4,"Qako Adjabo",8.32344901934266,116.52827078104,0.105202868580818,0,13.9999980926514
"Arsi",408,"Robe",40812,"01-01-2012",4,"Qako Adjabo",7.05806995555758,81.4815896749496,0.253906786441803,0,11.5444574356079
"Arsi",408,"Robe",40812,"01-01-2013",4,"Qako Adjabo",2.56843399256468,30.5643493533134,0.358376055955887,0,11.8999938964844
"Arsi",408,"Robe",40812,"01-01-2014",4,"Qako Adjabo",5.38193798810244,125.867949962616,0.0706571713089943,0,23.3871059417725
"Arsi",408,"Robe",40812,"01-01-2015",4,"Qako Adjabo",4.08926302194595,94.3788299560547,0.678022384643555,0.678022384643555,23.0796680450439
"Arsi",408,"Seru",40811,"01-01-2010",4,"Bubu Kulche",0.873701982200146,20.8814995288849,0.0984992608428001,0,23.9000244140625
"Arsi",408,"Seru",40811,"01-01-2011",4,"Bubu Kulche",1.35232800990343,40.0289105176926,0,0,29.6000003814697
"Arsi",408,"Seru",40811,"01-01-2012",4,"Bubu Kulche",1.09472499601543,16.2147998511791,0.192349672317505,0,14.8117561340332
"Arsi",408,"Seru",40811,"01-01-2013",4,"Bubu Kulche",1.53861000388861,40.1577198505402,0.00534150935709476,0,26.0999984741211
"Arsi",408,"Seru",40811,"01-01-2014",4,"Bubu Kulche",0.489766001701355,12.9010698795319,0,0,26.3412933349609
"Arsi",408,"Seru",40811,"01-01-2015",4,"Bubu Kulche",0.25416100025177,2.2561399936676,0.806057572364807,0,8.8768138885498
"Arsi",408,"Amigna",40810,"01-01-2010",4,"Sede Wele",10.6982139535248,226.802400529385,0.0100395260378718,0,21.2000255584717
"Arsi",408,"Amigna",40810,"01-01-2011",4,"Sede Wele",10.8432139949873,138.793139502406,0.0817911252379417,0,12.8000001907349
"Arsi",408,"Amigna",40810,"01-01-2012",4,"Sede Wele",15.2265929877758,225.532630860806,0.00369301252067089,0,14.8117589950562
"Arsi",408,"Amigna",40810,"01-01-2013",4,"Sede Wele",10.718440040946,378.360905408859,0.0234496630728245,0,35.2999992370605
"Arsi",408,"Amigna",40810,"01-01-2014",4,"Sede Wele",13.7675999477506,325.373600006104,0.0251167025417089,0,23.6332836151123
"Arsi",408,"Amigna",40810,"01-01-2015",4,"Sede Wele",6.71930804848671,156.570629358292,0.0443357564508915,0,23.3015995025635
"Arsi",408,"Chole",40809,"01-01-2010",4,"Ashute Kofelchisa",10.435238968581,199.313300549984,0.152433797717094,0.127938687801361,19.1000232696533
"Arsi",408,"Chole",40809,"01-01-2011",4,"Ashute Kofelchisa",8.34563188254833,243.692450284958,0.050089206546545,0,29.2000007629395
"Arsi",408,"Chole",40809,"01-01-2012",4,"Ashute Kofelchisa",9.58862797170877,217.213882446289,0.0716163441538811,0.00747688813135028,22.6532802581787
"Arsi",408,"Chole",40809,"01-01-2013",4,"Ashute Kofelchisa",8.81759106367826,148.135539054871,0,0,16.8000011444092
"Arsi",408,"Chole",40809,"01-01-2014",4,"Ashute Kofelchisa",13.845278003253,439.687580436468,0,0,31.7572231292725
"Arsi",408,"Chole",40809,"01-01-2015",4,"Ashute Kofelchisa",8.99160301312804,274.369790136814,0.16798534989357,0,30.5140018463135
"Arsi",408,"Hitosa",40807,"01-01-2010",4,"Debeya Adere",2.14861099794507,24.0645001828671,0.255741834640503,0,11.200026512146
"Arsi",408,"Hitosa",40807,"01-01-2011",4,"Debeya Adere",0.670404992997646,16.894199848175,0,0,25.1999912261963
"Arsi",408,"Hitosa",40807,"01-01-2012",4,"Debeya Adere",1.78990998119116,61.6007690429688,0,0,34.4155693054199
"Arsi",408,"Hitosa",40807,"01-01-2013",4,"Debeya Adere",1.95098998770118,49.9453501701355,0,0,25.600004196167
"Arsi",408,"Hitosa",40807,"01-01-2014",4,"Debeya Adere",1.90187100507319,80.7649397850037,0,0,42.4660453796387
"Arsi",408,"Hitosa",40807,"01-01-2015",4,"Debeya Adere",2.13048996776342,82.5033297538757,0,0,38.7250480651855
"Arsi",408,"Dodota",40805,"01-01-2010",4,"dodota alem",17.2154059028253,297.826599940658,0.0170866437256336,0,17.3000049591064
"Arsi",408,"Dodota",40805,"01-01-2011",4,"dodota alem",19.3678251001984,247.908129513264,0.103046968579292,0,12.7999982833862
"Arsi",408,"Dodota",40805,"01-01-2012",4,"dodota alem",22.9324749708176,437.075813949108,0.124822221696377,0,19.0592517852783
"Arsi",408,"Dodota",40805,"01-01-2013",4,"dodota alem",16.5716648474336,280.061160475016,0.107678480446339,0,16.9000015258789
"Arsi",408,"Dodota",40805,"01-01-2014",4,"dodota alem",25.5132688879967,244.953481793404,0.411849319934845,0,9.60102272033691
"Arsi",408,"Dodota",40805,"01-01-2015",4,"dodota alem",19.5385289303958,73.7118597179651,0.877134203910828,0.877134203910828,3.7726411819458
"Arsi",408,"Jeju",40804,"01-01-2010",4,"Weguda Guro",7.64099900238216,284.245599031448,0.0198445580899715,0,37.2000579833984
"Arsi",408,"Jeju",40804,"01-01-2011",4,"Weguda Guro",7.02186195552349,153.076599836349,0.0259640403091908,0,21.8000011444092
"Arsi",408,"Jeju",40804,"01-01-2012",4,"Weguda Guro",5.582295011729,207.924968838692,0.108950257301331,0,37.2472190856934
"Arsi",408,"Jeju",40804,"01-01-2013",4,"Weguda Guro",7.06053697690368,252.061180114746,0,0,35.7000007629395
"Arsi",408,"Jeju",40804,"01-01-2014",4,"Weguda Guro",8.47073697671294,351.377407670021,0.099917434155941,0,41.4813270568848
"Arsi",408,"Jeju",40804,"01-01-2015",4,"Weguda Guro",5.78283194452524,259.231850624084,0.179892465472221,0.171191364526749,44.8278388977051
"Arsi",408,"Jeju",40804,"01-01-2010",4,"Dule Weraqecho",1.37737302854657,21.2115996479988,0.373134225606918,0,15.4000396728516
"Arsi",408,"Jeju",40804,"01-01-2011",4,"Dule Weraqecho",6.87625105306506,184.971151590347,0.277605175971985,0,26.8999996185303
"Arsi",408,"Jeju",40804,"01-01-2012",4,"Dule Weraqecho",2.65256801247597,40.7336795330048,0.69547712802887,0,15.3563184738159
"Arsi",408,"Jeju",40804,"01-01-2014",4,"Dule Weraqecho",0.010878000408411,0.397680014371872,0.0500000007450581,0,36.5581893920898
"Arsi",408,"Jeju",40804,"01-01-2015",4,"Dule Weraqecho",2.58460304141045,109.552858829498,0.476992279291153,0.299340695142746,42.3867263793945
"Arsi",408,"Jeju",40804,"01-01-2010",4,"Utamo Doje",3.11376902461052,81.8921003341675,0.168126478791237,0,26.299991607666
"Arsi",408,"Jeju",40804,"01-01-2011",4,"Utamo Doje",3.76629396900535,93.4040811061859,0.259825527667999,0.0251894295215607,24.7999973297119
"Arsi",408,"Jeju",40804,"01-01-2012",4,"Utamo Doje",0.75390200316906,22.251119852066,0.251414895057678,0,29.5146045684814
"Arsi",408,"Jeju",40804,"01-01-2013",4,"Utamo Doje",0.940443992614746,16.5518199205399,0.449550956487656,0,17.6000061035156
"Arsi",408,"Jeju",40804,"01-01-2014",4,"Utamo Doje",8.29737006872892,258.394791603088,0.612534761428833,0,31.1417694091797
"Arsi",408,"Jeju",40804,"01-01-2015",4,"Utamo Doje",6.17291204631329,153.427910327911,0.509202897548676,0,24.8550300598145
"Arsi",408,"gololcha",40803,"01-01-2010",4,"Dero Bonija",0.629182994365692,7.42439997196198,0.170357435941696,0,11.8000650405884
"Arsi",408,"gololcha",40803,"01-01-2011",4,"Dero Bonija",0.306917993351817,3.22265003621578,0.204048976302147,0,10.500036239624
"Arsi",408,"gololcha",40803,"01-01-2012",4,"Dero Bonija",0.698103997856379,10.4161800742149,0,0,14.9206714630127
"Arsi",408,"gololcha",40803,"01-01-2013",4,"Dero Bonija",0.552728990092874,7.35129003226757,0,0,13.2999897003174
"Arsi",408,"gololcha",40803,"01-01-2014",4,"Dero Bonija",0.318989001214504,11.3473901748657,0.0717570185661316,0,35.5729827880859
"Arsi",408,"gololcha",40803,"01-01-2010",4,"Werasa Kewe",0.205185994505882,3.79590010643005,0,0,18.4998016357422
"Arsi",408,"gololcha",40803,"01-01-2015",4,"Haro Akiya",0.0547400005161762,1.7675199508667,0.899999976158142,0.899999976158142,32.2893676757812
"South West Shewa",413,"Dawo",41304,"01-01-2010",4,"Qersa Adoyi Galote",2.23462602868676,27.0390001833439,0.212529256939888,0,12.1000108718872
"South West Shewa",413,"Dawo",41304,"01-01-2011",4,"Qersa Adoyi Galote",1.05374700203538,23.3931899666786,0.0938920825719833,0,22.2000064849854
"South West Shewa",413,"Dawo",41304,"01-01-2012",4,"Qersa Adoyi Galote",2.07236099708825,34.1939802765846,0.0527567863464355,0.0120575521141291,16.5000114440918
"South West Shewa",413,"Dawo",41304,"01-01-2013",4,"Qersa Adoyi Galote",3.58442798932083,30.8261095955968,0.11532437056303,0,8.60000801086426
"South West Shewa",413,"Dawo",41304,"01-01-2014",4,"Qersa Adoyi Galote",1.42377701634541,34.5875904113054,0,0,24.2928428649902
"South West Shewa",413,"Dawo",41304,"01-01-2015",4,"Qersa Adoyi Galote",3.10460203979164,126.938819527626,0.0174597576260567,0,40.8873062133789
"South West Shewa",413,"Dawo",41304,"01-01-2010",4,"Sedare Aribu",7.01029103435576,100.94810128212,0.4844930768013,0.135991737246513,14.3999872207642
"South West Shewa",413,"Dawo",41304,"01-01-2011",4,"Sedare Aribu",7.17150102928281,157.773009181023,0.101093851029873,0,21.9999980926514
"South West Shewa",413,"Dawo",41304,"01-01-2012",4,"Sedare Aribu",14.5817678538151,301.842591755092,0.0444117486476898,0,20.6999988555908
"South West Shewa",413,"Dawo",41304,"01-01-2013",4,"Sedare Aribu",11.1564080156386,134.992530524731,0.0924271941184998,0,12.0999994277954
"South West Shewa",413,"Dawo",41304,"01-01-2014",4,"Sedare Aribu",10.4535880349576,332.085012197495,0.045743815600872,0.0171425733715296,31.7675628662109
"South West Shewa",413,"Dawo",41304,"01-01-2015",4,"Sedare Aribu",6.6608839854598,226.332829236984,0,0,33.9793968200684
"South West Shewa",413,"Dawo",41304,"01-01-2010",4,"Beshi Kililitu",6.28104199934751,111.802599936724,0.446092993021011,0,17.8000087738037
"South West Shewa",413,"Dawo",41304,"01-01-2011",4,"Beshi Kililitu",7.50512598804198,162.861239701509,0.0060287332162261,0.00394824845716357,21.7000007629395
"South West Shewa",413,"Dawo",41304,"01-01-2012",4,"Beshi Kililitu",6.33875300548971,133.747690200806,0.0060590784996748,0,21.1000003814697
"South West Shewa",413,"Dawo",41304,"01-01-2013",4,"Beshi Kililitu",6.38999893446453,159.110951006413,0,0,24.899995803833
"South West Shewa",413,"Dawo",41304,"01-01-2014",4,"Beshi Kililitu",5.14401595573872,98.7468100115657,0.105455443263054,0,19.1964435577393
"South West Shewa",413,"Dawo",41304,"01-01-2015",4,"Beshi Kililitu",6.18287799879909,155.83639973402,0.204955011606216,0.151908412575722,25.2045078277588
"South West Shewa",413,"Wonchi",41302,"01-01-2010",4,"Shegeg Gefere",6.4205630896613,46.8702999353409,0.324886828660965,0,7.30002927780151
"South West Shewa",413,"Wonchi",41302,"01-01-2011",4,"Shegeg Gefere",2.73195501789451,43.4380896091461,0.0171188749372959,0,15.9000015258789
"South West Shewa",413,"Wonchi",41302,"01-01-2012",4,"Shegeg Gefere",2.46374602708966,56.4198002517223,0.000849519448820502,0,22.9000072479248
"South West Shewa",413,"Wonchi",41302,"01-01-2013",4,"Shegeg Gefere",3.22253599856049,78.3076305985451,0.0711261257529259,0,24.3000011444092
"South West Shewa",413,"Wonchi",41302,"01-01-2014",4,"Shegeg Gefere",3.83491395798046,68.0791699597612,0.0860371962189674,0,17.7524642944336
"South West Shewa",413,"Wonchi",41302,"01-01-2015",4,"Shegeg Gefere",3.05442602001131,106.92403036356,0.00266469060443342,0.00266469060443342,35.0062599182129
"South West Shewa",413,"Wonchi",41302,"01-01-2010",4,"Merege Abey",5.64481891994365,107.251500125974,0.160113483667374,0.0338377170264721,18.9999885559082
"South West Shewa",413,"Wonchi",41302,"01-01-2011",4,"Merege Abey",2.67769201844931,62.657989859581,0.00885079335421324,0,23.3999996185303
"South West Shewa",413,"Wonchi",41302,"01-01-2012",4,"Merege Abey",2.19111697468907,41.412100225687,0,0,18.899995803833
"South West Shewa",413,"Wonchi",41302,"01-01-2013",4,"Merege Abey",1.08855398930609,19.7028198242188,0.0765942707657814,0,18.0999927520752
"South West Shewa",413,"Wonchi",41302,"01-01-2014",4,"Merege Abey",1.85606601648033,45.5620795190334,0.00290668522939086,0,24.5476608276367
"South West Shewa",413,"Wonchi",41302,"01-01-2015",4,"Merege Abey",6.43307000445202,162.14235059917,0.0311037339270115,0.0249397251754999,25.2045059204102
"South West Shewa",413,"Wonchi",41302,"01-01-2010",4,"Fite Wacho",3.58226401451975,35.4647004306316,0.17674720287323,0.0181693062186241,9.90007972717285
"South West Shewa",413,"Wonchi",41302,"01-01-2011",4,"Fite Wacho",3.47948604024714,64.3705095108598,0.0400157645344734,0,18.5000057220459
"South West Shewa",413,"Wonchi",41302,"01-01-2012",4,"Fite Wacho",1.88884098338895,34.754690464586,0.123297438025475,0,18.4000091552734
"South West Shewa",413,"Wonchi",41302,"01-01-2013",4,"Fite Wacho",1.28581998954178,20.4445301471278,0.0215693563222885,0,15.8999938964844
"South West Shewa",413,"Wonchi",41302,"01-01-2014",4,"Fite Wacho",3.45465102093294,85.9773704782128,0.0271747410297394,0,24.8874263763428
"South West Shewa",413,"Wonchi",41302,"01-01-2015",4,"Fite Wacho",4.00781200046185,133.564169757068,0.0286467559635639,0,33.3259582519531
"South West Shewa",413,"Wonchi",41302,"01-01-2010",4,"Dulele Bilacha",4.12821902148426,63.987400084734,0.0154166966676712,0,15.5000009536743
"South West Shewa",413,"Wonchi",41302,"01-01-2011",4,"Dulele Bilacha",3.2864030059427,65.7280601784587,0,0,20
"South West Shewa",413,"Wonchi",41302,"01-01-2012",4,"Dulele Bilacha",2.09219599922653,44.3545496193692,0.0178024433553219,0,21.1999969482422
"South West Shewa",413,"Wonchi",41302,"01-01-2013",4,"Dulele Bilacha",2.71724398806691,63.0400504171848,0,0,23.1999969482422
"South West Shewa",413,"Wonchi",41302,"01-01-2014",4,"Dulele Bilacha",4.43805699981749,107.436019420624,0.00422946363687515,0,24.2078952789307
"South West Shewa",413,"Wonchi",41302,"01-01-2015",4,"Dulele Bilacha",8.86495596729219,305.363650918007,0.0561962686479092,0,34.4461555480957
"Horo Gudru Wellega",419,"Horo",41901,"01-01-2010",4,"Decha Chabr",11.7213180232793,281.312099099159,0,0,24.0000400543213
"Horo Gudru Wellega",419,"Horo",41901,"01-01-2011",4,"Decha Chabr",8.58850202336907,188.94704914093,0,0,22
"Horo Gudru Wellega",419,"Horo",41901,"01-01-2012",4,"Decha Chabr",6.37593607231975,89.9007006585598,0.0713915377855301,0,14.1000003814697
"Horo Gudru Wellega",419,"Horo",41901,"01-01-2013",4,"Decha Chabr",9.42604691628367,250.690649971366,0,0,26.5955238342285
"Horo Gudru Wellega",419,"Horo",41901,"01-01-2014",4,"Decha Chabr",11.3182640112936,282.978881597519,0.0312083195894957,0,25.0019683837891
"Horo Gudru Wellega",419,"Horo",41901,"01-01-2015",4,"Decha Chabr",5.43901296891272,128.85717099905,0,0,23.6912784576416
"Horo Gudru Wellega",419,"Horo",41901,"01-01-2010",4,"Burkitu Abora",11.2625420168042,284.942396879196,0.0234992951154709,0,25.3000068664551
"Horo Gudru Wellega",419,"Horo",41901,"01-01-2011",4,"Burkitu Abora",5.67851197719574,77.7956001758575,0.0427151322364807,0,13.6999979019165
"Horo Gudru Wellega",419,"Horo",41901,"01-01-2012",4,"Burkitu Abora",13.425566971302,308.788060188293,0.0159633476287127,0,23.0000019073486
"Horo Gudru Wellega",419,"Horo",41901,"01-01-2013",4,"Burkitu Abora",11.7671620519832,165.873650506139,0.0142869194969535,0,14.0963172912598
"Horo Gudru Wellega",419,"Horo",41901,"01-01-2014",4,"Burkitu Abora",14.7742589078844,279.437769919634,0.0223482754081488,0,18.9138259887695
"Horo Gudru Wellega",419,"Horo",41901,"01-01-2015",4,"Burkitu Abora",12.6897280067205,204.502357840538,0,0,16.1155815124512
"Qeleme Wellega",418,"Seyo",41805,"01-01-2010",4,"Aleku Bele",2.113102003932,18.3841002583504,0,0,8.70005321502686
"Qeleme Wellega",418,"Seyo",41805,"01-01-2011",4,"Aleku Bele",1.87342101335526,39.5291705131531,0,0,21.0999927520752
"Qeleme Wellega",418,"Seyo",41805,"01-01-2012",4,"Aleku Bele",3.88732700236142,65.7951897382736,0.00503916991874576,0,16.9255599975586
"Qeleme Wellega",418,"Seyo",41805,"01-01-2013",4,"Aleku Bele",5.07287299074233,137.381509870291,0,0,27.0815982818604
"Qeleme Wellega",418,"Seyo",41805,"01-01-2014",4,"Aleku Bele",5.22113998606801,31.8489598333836,0,0,6.10000133514404
"Qeleme Wellega",418,"Seyo",41805,"01-01-2015",4,"Aleku Bele",3.34792998433113,32.2820999622345,0,0,9.64240550994873
"Qeleme Wellega",418,"Seyo",41805,"01-01-2010",4,"Ale Abo",1.00487898103893,30.7492998540401,0,0,30.6000022888184
"Qeleme Wellega",418,"Seyo",41805,"01-01-2011",4,"Ale Abo",0.706304984167218,11.5834102630615,0.0838184654712677,0,16.4000129699707
"Qeleme Wellega",418,"Seyo",41805,"01-01-2012",4,"Ale Abo",1.60295299533755,31.1069802045822,0,0,19.4060459136963
"Qeleme Wellega",418,"Seyo",41805,"01-01-2013",4,"Ale Abo",1.9579230286181,27.008939832449,0,0,13.7946891784668
"Qeleme Wellega",418,"Seyo",41805,"01-01-2014",4,"Ale Abo",1.38354099122807,20.1996801272035,0.0997301861643791,0.00645517557859421,14.5999870300293
"Qeleme Wellega",418,"Seyo",41805,"01-01-2015",4,"Ale Abo",0.974401000887156,24.1444401741028,0,0,24.778751373291
"Qeleme Wellega",418,"Seyo",41805,"01-01-2010",4,"Mata Tabor",2.51243301108479,21.3558998703957,0.023506099358201,0,8.50008773803711
"Qeleme Wellega",418,"Seyo",41805,"01-01-2011",4,"Mata Tabor",2.54285900294781,26.7000399529934,0,0,10.5000076293945
"Qeleme Wellega",418,"Seyo",41805,"01-01-2012",4,"Mata Tabor",4.57478002272546,52.7329904735088,0,0,11.5268907546997
"Qeleme Wellega",418,"Seyo",41805,"01-01-2013",4,"Mata Tabor",5.0176749676466,130.790939331055,0,0,26.0660438537598
"Qeleme Wellega",418,"Seyo",41805,"01-01-2014",4,"Mata Tabor",7.01051406562328,191.387058973312,0.00395283428952098,0,27.3000030517578
"Qeleme Wellega",418,"Seyo",41805,"01-01-2015",4,"Mata Tabor",2.58349502831697,71.5469906330109,0,0,27.6938762664795
"Qeleme Wellega",418,"Seyo",41805,"01-01-2010",4,"Yebo Silase",0.537722997367382,9.41009974479675,0,0,17.4999027252197
"Qeleme Wellega",418,"Seyo",41805,"01-01-2011",4,"Yebo Silase",0.306704998016357,6.4101300239563,0,0,20.8999862670898
"Qeleme Wellega",418,"Seyo",41805,"01-01-2013",4,"Yebo Silase",0.230623003095388,3.35703009366989,0.100000001490116,0,14.5563545227051
"Qeleme Wellega",418,"Seyo",41805,"01-01-2014",4,"Yebo Silase",0.886673010885715,12.3247503042221,0,0,13.8999948501587
"Qeleme Wellega",418,"Seyo",41805,"01-01-2011",4,"Kero Beha",0.394803995266557,5.56674009561539,0,0,14.1000099182129
"Qeleme Wellega",418,"Seyo",41805,"01-01-2012",4,"Kero Beha",1.08756395429373,16.0273395776749,0.184174731373787,0,14.7369165420532
"Qeleme Wellega",418,"Seyo",41805,"01-01-2014",4,"Kero Beha",0.182972002774477,1.99439004063606,0,0,10.8999738693237
"Qeleme Wellega",418,"Seyo",41805,"01-01-2015",4,"Kero Beha",0.403775993734598,8.46580010652542,0,0,20.9665756225586
"Qeleme Wellega",418,"Seyo",41805,"01-01-2010",4,"Ifa Gelano",0.0939489975571632,2.25480008125305,0,0,24.0002574920654
"Qeleme Wellega",418,"Seyo",41805,"01-01-2011",4,"Ifa Gelano",0.0717689990997314,1.77987003326416,0,0,24.7999839782715
"Qeleme Wellega",418,"Seyo",41805,"01-01-2012",4,"Ifa Gelano",0.0984060019254684,1.43584001064301,0,0,14.5909795761108
"Qeleme Wellega",418,"Seyo",41805,"01-01-2014",4,"Ifa Gelano",0.232576005160809,2.90719997882843,0,0,12.5
"Qeleme Wellega",418,"Seyo",41805,"01-01-2015",4,"Ifa Gelano",0.153803005814552,3.13849997520447,0,0,20.4059734344482
"Guji",414,"Uraga",41401,"01-01-2010",4,"Gora Borowa",0.0906940028071404,0.43529999256134,0.5,0,4.79965591430664
"Guji",414,"Uraga",41401,"01-01-2011",4,"Gora Borowa",0.0480160005390644,0.398530006408691,0,0,8.29994201660156
"Guji",414,"Uraga",41401,"01-01-2012",4,"Gora Borowa",0.128501001745462,1.44976997375488,0,0,11.2821683883667
"Guji",414,"Uraga",41401,"01-01-2013",4,"Gora Borowa",0.556580007076263,4.52297019958496,0,0,8.12636089324951
"Guji",414,"Uraga",41401,"01-01-2014",4,"Gora Borowa",0.024515999481082,0.425260007381439,0,0,17.3462238311768
"Guji",414,"Uraga",41401,"01-01-2015",4,"Gora Borowa",0.0627100020647049,1.91958999633789,0,0,30.6105880737305
"Guji",414,"Uraga",41401,"01-01-2010",4,"Lacho Torka",2.52431198768318,25.2430997639894,0.208630949258804,0,9.99999237060547
"Guji",414,"Uraga",41401,"01-01-2013",4,"Lacho Torka",1.23184102773666,19.8482199907303,0,0,16.1126480102539
"Guji",414,"Uraga",41401,"01-01-2010",4,"Hawata Harsu Hanku",2.0546950083226,32.464200347662,0,0,15.800009727478
"Guji",414,"Uraga",41401,"01-01-2011",4,"Hawata Harsu Hanku",0.693254008889198,10.2601602077484,0,0,14.8000011444092
"Guji",414,"Uraga",41401,"01-01-2012",4,"Hawata Harsu Hanku",0.115532003343105,2.795569896698,0,0,24.1973628997803
"Guji",414,"Uraga",41401,"01-01-2013",4,"Hawata Harsu Hanku",0.551885008811951,7.88711023330688,0.300000011920929,0,14.291220664978
"Guji",414,"Uraga",41401,"01-01-2014",4,"Hawata Harsu Hanku",1.63016703724861,58.3528490066528,0.313117563724518,0,35.7956237792969
"Guji",414,"Uraga",41401,"01-01-2015",4,"Hawata Harsu Hanku",1.38365599513054,40.148509979248,0.155521169304848,0.155521169304848,29.0162506103516
"Guji",414,"Uraga",41401,"01-01-2011",4,"Yabitu Koba",0.188592997379601,2.16882002353668,0.53389573097229,0,11.5000028610229
"Guji",414,"Uraga",41401,"01-01-2013",4,"Yabitu Koba",0.048335000872612,0.656910002231598,0,0,13.5907726287842
"South West Shewa",413,"Becho",41309,"01-01-2010",4,"Awase Bune",2.18798399716616,33.2575002610683,0.106078192591667,0,15.200065612793
"South West Shewa",413,"Becho",41309,"01-01-2011",4,"Awase Bune",1.36986901238561,23.5617501735687,0.0943706259131432,0,17.2000026702881
"South West Shewa",413,"Becho",41309,"01-01-2012",4,"Awase Bune",2.47166298888624,40.5352603793144,0.0695923939347267,0,16.399995803833
"South West Shewa",413,"Becho",41309,"01-01-2013",4,"Awase Bune",2.6790430075489,51.9734391719103,0.0753650292754173,0,19.4000015258789
"South West Shewa",413,"Becho",41309,"01-01-2014",4,"Awase Bune",2.84776800312102,66.7614791095257,0.00140109728090465,0,23.4434394836426
"South West Shewa",413,"Becho",41309,"01-01-2015",4,"Awase Bune",3.29561101295985,37.5327399615198,0.0325831212103367,0.0108707919716835,11.3887042999268
"South West Shewa",413,"Becho",41309,"01-01-2010",4,"Kara Sedeq",5.31368101201952,110.52459949255,0.200700044631958,0,20.8000068664551
"South West Shewa",413,"Becho",41309,"01-01-2011",4,"Kara Sedeq",0.623740002512932,9.97983980178833,0.0105374036356807,0,16
